City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
478,riachao,BR,2/25/2022 4:19,-7.3619,-46.6172,73.65,84,32,2.68,scattered clouds,0,0
479,denpasar,ID,2/25/2022 4:18,-8.65,115.2167,87.46,70,20,8.05,few clouds,0,0
480,paita,PE,2/25/2022 4:19,-5.0892,-81.1144,73.42,75,100,4.41,overcast clouds,0,0
481,mnogovershinnyy,RU,2/25/2022 4:19,53.9353,139.9242,17.74,75,11,14.41,few clouds,0,0
482,konnur,IN,2/25/2022 4:19,16.2,74.75,78.8,25,30,6.71,scattered clouds,0,0
483,vanimo,PG,2/25/2022 4:19,-2.6741,141.3028,78.24,89,100,6.11,overcast clouds,0,0
484,thinadhoo,MV,2/25/2022 4:19,0.5333,72.9333,82.54,75,9,8.14,clear sky,0,0
485,canto do buriti,BR,2/25/2022 4:19,-8.11,-42.9444,76.01,63,96,2.48,overcast clouds,0,0
486,paamiut,GL,2/25/2022 4:19,61.994,-49.6678,-0.69,91,100,28.77,overcast clouds,0,0
487,jamsa,FI,2/25/2022 4:19,61.8642,25.19,34.52,98,100,10.25,snow,0,0
488,safaga,EG,2/25/2022 4:19,26.7292,33.9365,59.99,55,0,6.51,clear sky,0,0
489,inirida,CO,2/25/2022 4:19,3.8653,-67.9239,75.2,93,96,1.68,overcast clouds,0,0
490,yarega,RU,2/25/2022 4:19,63.4354,53.5765,17.42,88,100,12.46,overcast clouds,0,0
491,verkhoyansk,RU,2/25/2022 4:19,67.5447,133.385,1.81,91,100,4.32,overcast clouds,0,0
492,dolores,AR,2/25/2022 4:19,-36.3132,-57.6792,61.88,90,0,7.05,clear sky,0,0
493,doka,SD,2/25/2022 4:19,13.5167,35.7667,72.61,11,70,13.22,broken clouds,0,0
494,pangnirtung,CA,2/25/2022 4:19,66.1451,-65.7125,-29.06,99,100,1.39,overcast clouds,0,0
495,george town,MY,2/25/2022 4:19,5.4112,100.3354,84.13,80,40,11.5,light rain,0,0
496,bulancak,TR,2/25/2022 4:19,40.9372,38.2291,48.02,87,75,6.91,light rain,0,0
497,morehead,US,2/25/2022 4:15,37.2711,-87.1764,37.99,96,100,3,drizzle,0,0
498,raga,SS,2/25/2022 4:19,8.4596,25.678,68.05,14,44,4.54,scattered clouds,0,0
499,tsiroanomandidy,MG,2/25/2022 4:19,-18.7667,46.0333,68.14,94,99,1.45,overcast clouds,0,0
500,flinders,AU,2/25/2022 4:19,-34.5833,150.8552,74.21,95,100,1.25,light rain,0,0
501,almansa,ES,2/25/2022 4:19,38.8692,-1.0971,48.65,85,100,5.57,overcast clouds,0,0
502,catalina foothills,US,2/25/2022 4:14,32.2979,-110.9187,47.35,59,0,9.22,clear sky,0,0
503,susanville,US,2/25/2022 4:19,40.4163,-120.653,31.84,58,0,9.22,clear sky,0,0
504,mus,TR,2/25/2022 4:19,39,41.75,26.74,95,100,6.33,light snow,0,0
505,puerto leguizamo,CO,2/25/2022 4:19,-0.1934,-74.7819,72.32,97,91,1.54,overcast clouds,0,0
506,sheltozero,RU,2/25/2022 4:19,61.3667,35.3667,29.79,86,100,14.85,overcast clouds,0,0
507,poum,NC,2/25/2022 4:19,-20.2333,164.0167,83.12,75,100,15.55,overcast clouds,0,0
508,pueblo nuevo,MX,2/25/2022 4:19,23.3833,-105.3833,50.07,55,0,5.82,clear sky,0,0
509,alofi,NU,2/25/2022 4:19,-19.0595,-169.9187,75.09,94,91,9.22,overcast clouds,0,0
510,seoul,KR,2/25/2022 4:19,37.5683,126.9778,49.51,53,40,10.36,scattered clouds,0,0
511,mujiayingzi,CN,2/25/2022 4:19,42.1167,118.7833,34.45,41,1,14.79,clear sky,0,0
512,mayumba,GA,2/25/2022 4:19,-3.432,10.6554,77.77,86,100,2.33,overcast clouds,0,0
513,poronaysk,RU,2/25/2022 4:19,49.2167,143.1167,28.98,61,31,8.88,scattered clouds,0,0
514,morondava,MG,2/25/2022 4:19,-20.2833,44.2833,77.76,87,89,7.65,moderate rain,0,0
515,nuevo progreso,MX,2/25/2022 4:19,23.1667,-97.95,69.6,92,94,4.74,overcast clouds,0,0
516,izhma,RU,2/25/2022 4:19,65.0083,53.9113,19.44,89,100,12.77,light snow,0,0
517,husavik,IS,2/25/2022 4:19,66.0449,-17.3389,8.51,93,52,13.78,broken clouds,0,0
518,cape coast,GH,2/25/2022 4:15,5.1053,-1.2466,78.73,92,53,7.11,broken clouds,0,0
519,pullman,US,2/25/2022 4:19,46.7313,-117.1796,18.84,88,0,5.99,clear sky,0,0
520,port hawkesbury,CA,2/25/2022 4:19,45.6169,-61.3485,20.17,64,0,10.36,clear sky,0,0
521,griffith,US,2/25/2022 4:19,41.5284,-87.4237,26.71,91,100,5.75,overcast clouds,0,0
522,karachi,PK,2/25/2022 4:17,24.9056,67.0822,67.82,88,0,0,mist,0,0
523,adra,ES,2/25/2022 4:19,36.7496,-3.0206,61.81,75,98,7.72,overcast clouds,0,0
524,severodvinsk,RU,2/25/2022 4:19,64.5635,39.8302,33.91,92,96,14.25,overcast clouds,0,0
525,darhan,MN,2/25/2022 4:19,49.4867,105.9228,16.95,89,100,5.39,overcast clouds,0,0
526,nago,JP,2/25/2022 4:19,26.5881,127.9761,64.83,54,78,11.16,broken clouds,0,0
527,lulea,SE,2/25/2022 4:19,65.5842,22.1547,26.67,86,100,6.91,overcast clouds,0,0
528,port augusta,AU,2/25/2022 4:19,-32.5,137.7667,91.71,32,33,17.63,scattered clouds,0,0
529,champerico,GT,2/25/2022 4:19,14.3,-91.9167,80.35,71,6,8.37,clear sky,0,0
530,bonavista,CA,2/25/2022 4:19,48.6499,-53.1147,21.11,69,100,19.04,overcast clouds,0,0
531,hohhot,CN,2/25/2022 4:19,40.8106,111.6522,35.89,23,0,6.71,clear sky,0,0
532,kattivakkam,IN,2/25/2022 4:19,13.2167,80.3167,83.07,68,57,4.72,broken clouds,0,0
533,swan hill,AU,2/25/2022 4:19,-35.3378,143.5544,88.95,29,56,15.37,broken clouds,0,0
534,kashan,IR,2/25/2022 4:19,33.9831,51.4364,49.59,53,0,0,clear sky,0,0
535,estreito,BR,2/25/2022 4:19,-5.7833,-43.25,75.31,80,91,2.28,overcast clouds,0,0
536,januaria,BR,2/25/2022 4:19,-15.4833,-44.3667,72.18,77,40,1.61,light rain,0,0
537,dumai,ID,2/25/2022 4:19,1.6833,101.45,80.98,84,85,4.76,overcast clouds,0,0
538,mogadishu,SO,2/25/2022 4:19,2.0371,45.3438,78.06,85,64,15.43,broken clouds,0,0
539,trelew,AR,2/25/2022 4:19,-43.249,-65.3051,60.64,77,100,7.72,overcast clouds,0,0
540,santiago del estero,AR,2/25/2022 4:19,-27.7951,-64.2615,74.8,57,83,7.72,broken clouds,0,0
541,kashi,CN,2/25/2022 4:19,39.4547,75.9797,42.01,30,20,6.71,dust,0,0
542,kholtoson,RU,2/25/2022 4:19,50.2981,103.3097,20.21,69,86,2.37,overcast clouds,0,0
543,queenstown,ZA,2/25/2022 4:19,-31.8976,26.8753,64.38,82,100,3.06,overcast clouds,0,0
544,rorvik,NO,2/25/2022 4:19,64.8621,11.2373,34.77,90,100,10.22,snow,0,0
545,ribeira brava,PT,2/25/2022 4:19,32.65,-17.0667,61.43,75,62,8.23,broken clouds,0,0
546,nevers,FR,2/25/2022 4:19,46.9167,3.3333,30.79,94,4,2.84,clear sky,0,0
547,tramore,IE,2/25/2022 4:15,52.1624,-7.1524,38.48,73,34,4,scattered clouds,0,0
548,barcelos,PT,2/25/2022 4:19,41.5388,-8.6151,54.68,76,100,6.62,overcast clouds,0,0
549,bilibino,RU,2/25/2022 4:19,68.0546,166.4372,8.82,88,100,4.41,overcast clouds,0,0
550,homer,US,2/25/2022 4:19,59.6425,-151.5483,42.8,65,75,18.41,broken clouds,0,0
551,rantepao,ID,2/25/2022 4:19,-2.9701,119.8978,82.09,58,98,1.95,light rain,0,0
552,syasstroy,RU,2/25/2022 4:19,60.1367,32.5691,31.01,85,100,17.54,overcast clouds,0,0
553,redmond,US,2/25/2022 4:19,47.674,-122.1215,35.78,79,4,1.01,clear sky,0,0
554,ternate,ID,2/25/2022 4:19,0.8,127.4,81.3,75,100,11.39,heavy intensity rain,0,0
555,cabedelo,BR,2/25/2022 4:19,-6.9811,-34.8339,77.67,68,63,11.61,broken clouds,0,0
556,diu,IN,2/25/2022 4:19,20.7141,70.9822,78.3,38,2,2.75,clear sky,0,0
557,buluang,PH,2/25/2022 4:19,13.3068,123.3425,85.5,57,100,5.99,overcast clouds,0,0
558,petauke,ZM,2/25/2022 4:19,-14.2426,31.3253,64.09,99,99,2.3,overcast clouds,0,0
559,puerto ayacucho,VE,2/25/2022 4:19,5.6639,-67.6236,76.37,81,91,4.38,overcast clouds,0,0
560,vilhena,BR,2/25/2022 4:19,-12.7406,-60.1458,68.5,97,29,2.64,scattered clouds,0,0
561,sisimiut,GL,2/25/2022 4:19,66.9395,-53.6735,-16.56,99,95,7.36,overcast clouds,0,0
562,sulangan,PH,2/25/2022 4:19,11.1373,123.7228,80.98,73,100,15.19,light rain,0,0
563,hailar,CN,2/25/2022 4:19,49.2,119.7,15.35,86,93,14.94,overcast clouds,0,0
564,mangrol,IN,2/25/2022 4:19,21.1167,70.1167,75.72,46,1,7.47,clear sky,0,0
565,caxias,PT,2/25/2022 4:19,38.7031,-9.2767,58.48,70,0,0,clear sky,0,0
566,ornskoldsvik,SE,2/25/2022 4:19,63.2909,18.7153,8.42,97,100,2.37,overcast clouds,0,0
567,soe,ID,2/25/2022 4:19,-9.8607,124.284,69.01,90,100,5.03,overcast clouds,0,0
568,arman,RU,2/25/2022 4:20,59.7,150.1667,14.02,68,100,6.35,overcast clouds,0,0
569,san giljan,MT,2/25/2022 4:20,35.9184,14.4898,54.07,76,40,6.91,scattered clouds,0,0
570,barsovo,RU,2/25/2022 4:20,61.1667,73.1667,23.13,94,98,13.18,overcast clouds,0,0
571,mbuji-mayi,CD,2/25/2022 4:20,-6.15,23.6,68.36,95,100,1.48,overcast clouds,0,0
572,akureyri,IS,2/25/2022 4:20,65.6835,-18.0878,8.53,78,0,5.75,clear sky,0,0
573,gravatai,BR,2/25/2022 4:20,-29.9444,-50.9919,76.17,94,75,8.05,thunderstorm,0,0
574,tiznit,MA,2/25/2022 4:20,29.5833,-9.5,60.89,49,67,3.13,broken clouds,0,0
575,narsaq,GL,2/25/2022 4:20,60.9167,-46.05,32.22,74,100,5.82,light snow,0,0
576,kampene,CD,2/25/2022 4:20,-3.6,26.6667,66.09,94,99,1.95,overcast clouds,0,0
577,kloulklubed,PW,2/25/2022 4:20,7.0419,134.2556,82.9,81,100,16.64,overcast clouds,0,0
578,zaozerne,UA,2/25/2022 4:20,45.1582,33.2787,39.94,90,100,18.86,overcast clouds,0,0
579,beringovskiy,RU,2/25/2022 4:20,63.05,179.3167,19.15,95,100,11.9,light snow,0,0
580,moyale,KE,2/25/2022 4:20,3.5167,39.0584,67.93,61,100,2.89,overcast clouds,0,0
581,iqaluit,CA,2/25/2022 4:20,63.7506,-68.5145,-24.07,67,100,18.41,overcast clouds,0,0
582,craig,US,2/25/2022 4:18,40.5153,-107.5464,12.85,85,100,0,mist,0,0
583,feldbach,AT,2/25/2022 4:20,46.9531,15.8883,46.02,78,69,1.81,broken clouds,0,0
584,indramayu,ID,2/25/2022 4:20,-6.3264,108.32,82.96,71,100,8.79,overcast clouds,0,0
585,san vicente,AR,2/25/2022 4:20,-26.6167,-54.1333,68.36,97,71,1.45,moderate rain,0,0
586,otjiwarongo,NA,2/25/2022 4:20,-20.4637,16.6477,69.84,26,41,5.77,scattered clouds,0,0
587,zhangjiakou,CN,2/25/2022 4:20,40.81,114.8794,32.58,45,24,2.46,few clouds,0,0
588,melivoia,GR,2/25/2022 4:20,39.75,22.8,36.45,68,1,4.23,clear sky,0,0
589,mvomero,TZ,2/25/2022 4:20,-6.25,38.6667,75.27,94,100,2.06,overcast clouds,0,0
590,agua verde,MX,2/25/2022 4:20,22.9,-106.05,69.04,68,0,9.24,clear sky,0,0
591,palauig,PH,2/25/2022 4:20,15.435,119.9045,84.96,63,4,9.1,clear sky,0,0
592,port lincoln,AU,2/25/2022 4:18,-34.7333,135.8667,70.99,58,45,15.75,scattered clouds,0,0
593,antalaha,MG,2/25/2022 4:17,-14.9003,50.2788,77.5,90,100,4.21,overcast clouds,0,0
594,clinton,US,2/25/2022 4:20,42.587,-82.9199,23.77,86,100,14.97,light snow,0,0
595,beruwala,LK,2/25/2022 4:20,6.4788,79.9828,82,72,4,4.85,clear sky,0,0
596,gaoyou,CN,2/25/2022 4:20,32.7858,119.4278,56.93,42,26,10.71,scattered clouds,0,0
597,floro,NO,2/25/2022 4:20,61.5996,5.0328,39.16,87,100,31.07,overcast clouds,0,0
598,okha,RU,2/25/2022 4:19,53.5739,142.9478,18.88,80,40,19.15,scattered clouds,0,0
599,alekseyevsk,RU,2/25/2022 4:20,57.8406,108.3492,18.97,90,100,4.79,light snow,0,0
600,kyaikkami,MM,2/25/2022 4:20,16.08,97.5675,82.54,49,2,7.72,clear sky,0,0
601,xiongzhou,CN,2/25/2022 4:20,25.1167,114.3,57.33,55,0,2.28,clear sky,0,0
602,okolona,US,2/25/2022 4:20,38.1412,-85.6877,41.4,94,100,5.75,light intensity drizzle,0,0
603,mandla,IN,2/25/2022 4:20,22.6,80.3833,77.85,30,0,5.3,clear sky,0,0
604,jiaonan,CN,2/25/2022 4:20,35.8786,119.9753,55.42,48,0,14.47,clear sky,0,0
605,madimba,TZ,2/25/2022 4:20,-10.4,40.3333,75.7,92,99,5.86,light rain,0,0
606,baykit,RU,2/25/2022 4:20,61.67,96.37,15.51,94,100,3.96,light snow,0,0
607,goderich,CA,2/25/2022 4:18,43.7501,-81.7165,19.72,58,100,17.27,overcast clouds,0,0
608,sur,OM,2/25/2022 4:20,22.5667,59.5289,74.43,51,72,1.86,broken clouds,0,0
609,belebey,RU,2/25/2022 4:20,54.1167,54.1167,9.5,100,94,1.74,overcast clouds,0,0
610,kifri,IQ,2/25/2022 4:20,34.6959,44.9661,60.98,55,24,15.55,few clouds,0,0
611,verkhnyaya inta,RU,2/25/2022 4:20,65.9811,60.3094,15.35,71,77,13.18,broken clouds,0,0
612,charleston,US,2/25/2022 4:15,32.7766,-79.9309,68.16,90,20,9.22,few clouds,0,0
613,walvis bay,NA,2/25/2022 4:20,-22.9575,14.5053,67.08,94,0,9.22,clear sky,0,0
614,rzhaksa,RU,2/25/2022 4:20,52.1338,42.0264,9.82,100,41,5.93,scattered clouds,0,0
615,pointe michel,DM,2/25/2022 4:20,15.25,-61.3833,75.67,72,15,8.7,few clouds,0,0
616,puerto escondido,MX,2/25/2022 4:20,15.85,-97.0667,81.43,69,20,0,few clouds,0,0
617,safranbolu,TR,2/25/2022 4:20,41.2508,32.6942,40.1,98,100,3.38,light rain,0,0
618,buchanan,LR,2/25/2022 4:20,5.8808,-10.0467,78.33,87,17,0.87,few clouds,0,0
619,banon,ES,2/25/2022 4:20,40.8382,-1.1909,43.86,81,0,1.14,clear sky,0,0
620,burnie,AU,2/25/2022 4:20,-41.0667,145.9167,72.95,64,39,7.25,scattered clouds,0,0
621,verkhnevilyuysk,RU,2/25/2022 4:20,63.4453,120.3167,-0.98,90,98,9.17,overcast clouds,0,0
622,millville,US,2/25/2022 4:16,39.4021,-75.0393,33.91,91,100,9.22,mist,0,0
623,lompoc,US,2/25/2022 4:18,34.6391,-120.4579,47.52,75,0,21,clear sky,0,0
624,wuan,CN,2/25/2022 4:20,31.6836,112.0044,55.06,48,0,8.41,clear sky,0,0
625,avera,US,2/25/2022 4:20,33.194,-82.5271,67.71,76,0,6.49,clear sky,0,0
626,sorland,NO,2/25/2022 4:20,67.667,12.6934,35.47,64,83,26.24,broken clouds,0,0
627,lewiston,US,2/25/2022 4:20,44.1003,-70.2148,23.32,56,0,4.16,clear sky,0,0
628,yamada,JP,2/25/2022 4:20,39.4667,141.95,41.68,51,44,15.3,scattered clouds,0,0
629,xingcheng,CN,2/25/2022 4:20,40.6167,120.7167,44.89,40,0,13.15,clear sky,0,0
630,kungurtug,RU,2/25/2022 4:20,50.5994,97.5228,13.17,78,34,1.59,scattered clouds,0,0
631,ambovombe,MG,2/25/2022 4:20,-25.1667,46.0833,76.96,84,100,9.73,overcast clouds,0,0
632,esperance,AU,2/25/2022 4:20,-33.8667,121.9,82.49,39,100,15.21,overcast clouds,0,0
633,aden,YE,2/25/2022 4:20,12.7794,45.0367,76.64,68,5,15.64,clear sky,0,0
634,tailai,CN,2/25/2022 4:20,46.3833,123.4,26.62,68,73,7.4,broken clouds,0,0
635,mocuba,MZ,2/25/2022 4:20,-16.8392,36.9856,71.02,98,88,2.84,overcast clouds,0,0
636,moindou,NC,2/25/2022 4:20,-21.6924,165.677,84.15,71,95,9.82,light rain,0,0
637,lata,PT,2/25/2022 4:20,40.1629,-8.3327,54.81,56,100,7.09,overcast clouds,0,0
638,sterling,US,2/25/2022 4:20,39.0062,-77.4286,34.32,95,100,7,mist,0,0
639,sungaipenuh,ID,2/25/2022 4:20,-2.0833,101.3833,81.48,41,65,3.4,broken clouds,0,0
640,buckeye,US,2/25/2022 4:20,33.3703,-112.5838,52.68,58,2,0,clear sky,0,0
641,port hardy,CA,2/25/2022 4:20,50.6996,-127.4199,42.76,100,20,2.3,few clouds,0,0
642,sitka,US,2/25/2022 4:20,57.0531,-135.33,39.09,81,100,3.44,overcast clouds,0,0
643,karrapur,IN,2/25/2022 4:17,23.95,78.85,74.1,38,0,7.9,clear sky,0,0
644,nyurba,RU,2/25/2022 4:20,63.2842,118.3319,-2.43,89,97,8.68,overcast clouds,0,0
645,manggar,ID,2/25/2022 4:20,-2.8833,108.2667,85.32,64,95,4.14,overcast clouds,0,0
646,jijiga,ET,2/25/2022 4:20,9.35,42.8,62.73,72,99,5.1,overcast clouds,0,0
647,laguna,US,2/25/2022 4:20,38.421,-121.4238,50.5,50,0,0,clear sky,0,0
648,imeni poliny osipenko,RU,2/25/2022 4:20,52.4201,136.4853,12.11,85,48,6.91,scattered clouds,0,0
649,bagotville,AU,2/25/2022 4:20,-28.9833,153.4167,77.02,86,100,12.03,light rain,0,0
650,surin,TH,2/25/2022 4:20,14.8818,103.4936,78.24,71,63,13.82,broken clouds,0,0
651,sawakin,SD,2/25/2022 4:20,19.1059,37.3321,75.83,77,59,18.84,broken clouds,0,0
652,omboue,GA,2/25/2022 4:20,-1.5746,9.2618,77.95,86,71,0.43,broken clouds,0,0
653,kochinda,IN,2/25/2022 4:20,21.7333,84.35,76.96,38,29,3.56,scattered clouds,0,0
654,loanda,AO,2/25/2022 4:20,-8.8368,13.2343,78.8,89,75,9.22,broken clouds,0,0
655,waddan,LY,2/25/2022 4:20,29.1614,16.139,46.47,63,1,3.29,clear sky,0,0
656,ampanihy,MG,2/25/2022 4:20,-24.7,44.75,74.17,87,100,10.45,overcast clouds,0,0
657,saint simons,US,2/25/2022 4:20,31.1352,-81.3901,68.07,93,0,6.91,clear sky,0,0
658,abbeville,FR,2/25/2022 4:20,50.1,1.8333,46.36,79,21,14.34,few clouds,0,0
659,port-gentil,GA,2/25/2022 4:20,-0.7193,8.7815,81.37,79,83,4.52,broken clouds,0,0
660,anuradhapura,LK,2/25/2022 4:20,8.3565,80.4173,82.38,59,4,9.57,clear sky,0,0
661,burns lake,CA,2/25/2022 4:18,54.2331,-125.7533,6.22,96,18,1.07,few clouds,0,0
662,somerville,US,2/25/2022 4:19,42.3876,-71.0995,30.97,50,100,6.91,overcast clouds,0,0
663,evanston,US,2/25/2022 4:19,42.0411,-87.6901,27.05,90,100,9.22,mist,0,0
664,bacolod,PH,2/25/2022 4:20,10.6667,122.95,86.25,57,72,18.37,broken clouds,0,0
665,xai-xai,MZ,2/25/2022 4:20,-25.0519,33.6442,74.66,85,16,9.33,light rain,0,0
666,minas,UY,2/25/2022 4:20,-34.3759,-55.2377,70.27,94,100,3.53,overcast clouds,0,0
667,san joaquin,US,2/25/2022 4:20,37.9333,-121.3011,49.12,41,0,6.91,clear sky,0,0
668,kristiinankaupunki,FI,2/25/2022 4:20,62.2743,21.376,32.18,98,100,7.74,overcast clouds,0,0
669,yeppoon,AU,2/25/2022 4:20,-23.1333,150.7333,94.78,44,0,1.21,clear sky,0,0
670,marsabit,KE,2/25/2022 4:20,2.3284,37.9899,65.1,79,98,12.62,overcast clouds,0,0
671,ahtopol,BG,2/25/2022 4:20,42.1,27.95,41.47,77,87,13.67,overcast clouds,0,0
672,acapulco,MX,2/25/2022 4:20,16.8634,-99.8901,78.62,83,0,3.44,clear sky,0,0
673,porbandar,IN,2/25/2022 4:20,21.6422,69.6093,75.04,51,0,5.66,clear sky,0,0
674,el salto,MX,2/25/2022 4:20,20.3333,-104.5,57.78,68,0,1.21,clear sky,0,0
675,kushima,JP,2/25/2022 4:20,31.4583,131.2333,54.91,34,0,7.72,clear sky,0,0
676,sinnamary,GF,2/25/2022 4:20,5.3833,-52.95,76.96,90,99,9.31,overcast clouds,0,0
677,cururupu,BR,2/25/2022 4:20,-1.8283,-44.8683,74.77,97,52,2.68,broken clouds,0,0
678,sept-iles,CA,2/25/2022 4:19,50.2001,-66.3821,-1.68,55,0,6.91,clear sky,0,0
679,touros,BR,2/25/2022 4:20,-5.1989,-35.4608,79.7,71,8,14.12,clear sky,0,0
680,morgan city,US,2/25/2022 4:20,29.6994,-91.2068,72.03,100,100,9.22,overcast clouds,0,0
681,kutum,SD,2/25/2022 4:20,14.2,24.6667,53.19,21,17,5.44,few clouds,0,0
682,totma,RU,2/25/2022 4:20,59.9747,42.7642,22.08,90,100,11.27,overcast clouds,0,0
683,ocos,GT,2/25/2022 4:20,14.5094,-92.1933,80.31,71,7,6.87,clear sky,0,0
684,slave lake,CA,2/25/2022 4:18,55.2834,-114.769,6.78,92,0,2.3,clear sky,0,0
685,songjianghe,CN,2/25/2022 4:20,42.1859,127.479,30.69,55,0,10.11,clear sky,0,0
686,iquitos,PE,2/25/2022 4:20,-3.7481,-73.2472,75.24,100,100,3.44,light intensity drizzle,0,0
687,chingirlau,KZ,2/25/2022 4:20,51.095,54.0814,25.88,98,100,0.83,overcast clouds,0,0
688,kedougou,SN,2/25/2022 4:20,12.5579,-12.1743,79.39,31,2,5.26,clear sky,0,0
689,najran,SA,2/25/2022 4:20,17.4924,44.1277,57.85,24,30,2.08,scattered clouds,0,0
690,oktyabrskoye,RU,2/25/2022 4:20,43.0645,44.7417,30.34,100,83,2.24,fog,0,0
691,stokmarknes,NO,2/25/2022 4:20,68.5646,14.9108,32.49,73,100,25.88,light snow,0,0
692,redwater,US,2/25/2022 4:20,33.3582,-94.2544,37.69,89,80,10.33,broken clouds,0,0
693,viru,PE,2/25/2022 4:17,-8.4167,-78.75,73.47,77,41,2.98,scattered clouds,0,0
694,boyolangu,ID,2/25/2022 4:20,-8.1181,111.8935,85.96,61,100,1.7,overcast clouds,0,0
695,barcelona,ES,2/25/2022 4:20,41.3888,2.159,53.87,86,20,10.36,few clouds,0,0
696,yabrud,SY,2/25/2022 4:20,33.9674,36.6574,37.72,82,35,14.7,scattered clouds,0,0
697,agidel,RU,2/25/2022 4:20,55.9077,53.9355,12.25,98,81,3.58,broken clouds,0,0
698,sinazongwe,ZM,2/25/2022 4:20,-17.2614,27.4618,70.39,79,2,1.66,light rain,0,0
699,mabaruma,GY,2/25/2022 4:20,8.2,-59.7833,71.96,99,100,3.09,overcast clouds,0,0
700,meadow lake,US,2/25/2022 4:18,34.8014,-106.5436,35.11,43,0,5.46,clear sky,0,0
701,trairi,BR,2/25/2022 4:20,-3.2778,-39.2689,79.02,83,100,8.99,overcast clouds,0,0
702,hornepayne,CA,2/25/2022 4:20,49.2138,-84.7705,-10.23,99,64,1.63,broken clouds,0,0
703,namibe,AO,2/25/2022 4:20,-15.1961,12.1522,75.58,83,3,1.95,clear sky,0,0
704,jalu,LY,2/25/2022 4:20,29.0331,21.5482,53.19,63,8,9.08,clear sky,0,0
705,sabha,LY,2/25/2022 4:20,27.0377,14.4283,48.4,48,8,6.42,clear sky,0,0
706,waipawa,NZ,2/25/2022 4:20,-41.4122,175.5153,64.29,67,55,8.9,broken clouds,0,0
707,kalengwa,ZM,2/25/2022 4:20,-13.4659,25.0027,61.68,94,95,1.41,overcast clouds,0,0
708,ganzhou,CN,2/25/2022 4:20,28.8184,115.4327,52.9,60,7,4.45,clear sky,0,0
709,ayan,RU,2/25/2022 4:20,56.45,138.1667,23.74,56,1,18.57,clear sky,0,0
710,bulolo,PG,2/25/2022 4:21,-7.2,146.65,82.27,67,86,5.66,overcast clouds,0,0
711,nokaneng,BW,2/25/2022 4:21,-19.6667,22.2667,69.1,53,31,3.91,scattered clouds,0,0
712,guadalupe y calvo,MX,2/25/2022 4:21,26.1,-106.9667,42.17,35,1,4.92,clear sky,0,0
713,lengshuijiang,CN,2/25/2022 4:21,27.6881,111.4294,52.5,61,10,0.69,clear sky,0,0
714,nueva loja,EC,2/25/2022 4:21,0.0847,-76.8828,71.53,98,59,0.4,broken clouds,0,0
715,puerto narino,CO,2/25/2022 4:21,-3.7703,-70.3831,78.75,97,79,1.05,broken clouds,0,0
716,basco,PH,2/25/2022 4:21,20.4487,121.9702,72.75,75,100,23.24,overcast clouds,0,0
717,lamu,KE,2/25/2022 4:21,-2.2717,40.902,79.02,87,88,8.7,overcast clouds,0,0
718,pinas,EC,2/25/2022 4:21,-3.6667,-79.65,65.26,99,100,0.72,light rain,0,0
719,northam,GB,2/25/2022 4:21,51.0333,-4.2167,44.38,76,4,21.05,clear sky,0,0
